wp_site_url,wp_tagline,wp_site_title,site_type,openshift_env,category,theme,theme_faculty,status,installs_locked,updates_automatic,langs,unit_name,Jahia_zip,comment
https://migration-wp.epfl.ch/simsen,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,sgm-ge,simsen,sgm-ge
https://migration-wp.epfl.ch/ska,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,lastro,ska,lastro
https://migration-wp.epfl.ch/scientastic,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,sps,scientastic,sps
https://migration-wp.epfl.ch/smal,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,smal,smal,smal
https://migration-wp.epfl.ch/smlms,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,lben,smlms,lben
https://migration-wp.epfl.ch/social-impact,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,vpi,social-impact,vpi
https://migration-wp.epfl.ch/socialmedialab,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,esml-ge,socialmedialab,esml-ge
https://migration-wp.epfl.ch/sois,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,gr-dil,sois,gr-dil
https://migration-wp.epfl.ch/space,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,cts-ge,space,cts-ge
https://migration-wp.epfl.ch/spc,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,spc-ge,spc,spc-ge
https://migration-wp.epfl.ch/sportstech,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,vpi,sport,vpi
https://migration-wp.epfl.ch/sps,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,sps,sps,sps
https://migration-wp.epfl.ch/ssmlms,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,lben,ssmlms,lben
https://migration-wp.epfl.ch/stages,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,sb-ge,stages,sb-ge
https://migration-wp.epfl.ch/stap,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,stap,statapp,stap
